,Recency,Frequency,Monetary
959,-0.38000179871349704,0.9490285586984446,-0.2951466612699281
960,-0.673141512184809,-0.8091666242446708,-0.6693169848519922
961,0.6510413314269795,-0.8091666242446708,-0.8123541696613169
962,-0.4810844585311908,0.5094797629626657,-0.1522088344975074
963,0.8430983850805978,-0.8091666242446708,0.04709586040791544
964,-0.5013009904947295,-0.8091666242446708,-0.7443970359809825
965,-0.9056316297655047,-0.3696178285088919,-0.7448960843027049
966,-0.9056316297655047,0.9490285586984446,2.7120184146798323
968,0.6510413314269795,-0.8091666242446708,-0.6528431212483481
969,1.3687282161326055,0.06993096722688691,1.7539427368725633
970,-0.2587026069322645,-0.8091666242446708,-0.7430782838548021
972,2.1369564307470785,-0.8091666242446708,-0.6976671447152679
974,-0.592275384330654,0.06993096722688691,-0.051221175245798264
975,0.3983346818827451,0.5094797629626657,-0.2444100818948194
978,1.0755885026612935,0.06993096722688691,0.12099340035526794
979,1.9246828451299214,-0.8091666242446708,-0.3142812879391174
980,0.3275768200103594,-0.8091666242446708,-0.728808362160665
982,2.662586261799086,-0.3696178285088919,-0.036382202976665425
983,-0.966281225656121,3.5863213331131174,2.9330366042107836
984,-0.41032659665880516,0.5094797629626657,1.5643826567077406
986,-0.6327084482577315,0.9490285586984446,-0.4273681215923314
987,-0.673141512184809,-0.3696178285088919,-0.6204968112492895
988,1.2878620882784504,-0.8091666242446708,-0.18084954134748718
990,0.2871437560832819,0.06993096722688691,1.478185043419113
991,0.529742139645747,-0.8091666242446708,-0.8231864538210556
992,-0.5619505863853459,-0.8091666242446708,-0.6600209867022616
993,1.3080786202419894,-0.3696178285088919,-0.5103591800536026
994,-0.09697035122395445,1.8281261501700024,-0.6888370755416249
996,-0.2890274048775726,0.06993096722688691,0.42516975050046557
997,-0.3496770007681889,0.5094797629626657,-0.662095462078833
998,-0.966281225656121,1.3885773544342235,3.3047553435034813
999,-0.04642902131510755,0.5094797629626657,-0.020091248486412926
1000,0.42865947982805325,-0.8091666242446708,-0.8641445463975286
1001,-0.754007640038964,-0.8091666242446708,-0.6091940818390583
1002,-0.41032659665880516,-0.8091666242446708,-0.7872587382190481
1003,1.8539249832575357,-0.8091666242446708,-0.8057152462863676
1004,0.8430983850805978,-0.8091666242446708,-0.8032154884033509
1006,0.36800988393743694,-0.8091666242446708,-0.647863928717136
1007,-0.2688108729140339,0.06993096722688691,-0.2833366037015658
1010,-0.32946046880465013,-0.3696178285088919,0.7698939649637067
1012,-0.3193522028228808,-0.3696178285088919,0.5361075149781901
1013,-0.2789191388958033,-0.3696178285088919,-0.40530913197484103
1014,-0.966281225656121,0.06993096722688691,-0.6749766293935164
1015,-0.6933580441483478,-0.3696178285088919,3.275314503371464
1016,0.6510413314269795,0.5094797629626657,0.15788835139228785
1017,0.6510413314269795,-0.8091666242446708,-0.0045883838797851784
1019,-0.3395687347864195,-0.8091666242446708,-0.8127365475609172
1020,2.0864151008382312,0.06993096722688691,2.0320105046840315
1021,-0.4507596605858827,0.06993096722688691,-0.6794409666425895
1022,-0.7034663101301172,0.5094797629626657,-0.6752634128182167
1023,-0.8348737678931191,0.9490285586984446,1.3529743463976485
1024,-0.8449820338748885,1.8281261501700024,1.402487015409076
1025,1.6012183337133012,-0.3696178285088919,-0.6347629693814227
1026,-0.42043486264057456,-0.8091666242446708,-0.7722948156913846
1027,1.196887694442526,-0.8091666242446708,-0.8239120685754151
1029,-0.41032659665880516,-0.8091666242446708,0.11543386656304858
1030,-0.592275384330654,-0.8091666242446708,-0.6929709720467521
1031,1.146346364533679,-0.3696178285088919,-0.25842633950989097
1032,0.5701752035728246,0.06993096722688691,-0.7696904307846584
1033,-0.6428167142395009,-0.3696178285088919,-0.4714063133128285
1034,-0.9460646936925823,1.8281261501700024,-0.617656074648716
1035,0.23660242617443505,-0.8091666242446708,-0.8236335649871236
1036,-0.47097619254942147,-0.8091666242446708,-0.4689140825538198
1037,-0.9763894916378903,3.146772537377339,0.27214106128308235
1038,-0.8247655019113497,-0.8091666242446708,-0.6788041719515229
1039,-0.6428167142395009,-0.8091666242446708,-0.4281268556923256
1040,2.5918283999267,-0.8091666242446708,-0.7409097194281321
1042,-0.6630332462030396,0.06993096722688691,0.24277022340433826
1043,-0.8449820338748885,0.9490285586984446,2.3310179787730188
1044,1.490027407913838,-0.8091666242446708,-0.7564314018447795
1046,0.37811814991920634,0.5094797629626657,0.169961105588525
1047,0.00411230859373934,2.2676749459057812,1.0510418319191992
1048,-0.7034663101301172,1.3885773544342235,-0.11696759260501863
1049,0.6712578633905183,-0.8091666242446708,-0.7169930356054972
1050,-0.3395687347864195,-0.3696178285088919,-0.6649640490382357
1051,-0.7438993740571946,-0.8091666242446708,-0.5615978186000368
1052,0.024328840557278096,0.06993096722688691,-0.32290970546058917
1054,-0.8247655019113497,1.3885773544342235,1.2647150538432625
1056,-0.3496770007681889,0.5094797629626657,0.5137745380468132
1057,0.6510413314269795,0.06993096722688691,-0.44725779407075095
1058,-0.8045489699478109,0.9490285586984446,-0.4462047494220487
1059,0.41855121384628385,1.3885773544342235,1.3654204459446764
1060,-0.7641159060207334,2.70722374164156,1.4192243283529955
1061,0.07487017046612499,-0.3696178285088919,-0.36489223961453454
1062,0.8532066510623671,0.06993096722688691,-0.13575529412868462
1063,1.8438167172757665,-0.8091666242446708,-0.6332251779466129
1064,-0.966281225656121,0.9490285586984446,0.16707144268190027
1066,-0.6023836503124234,2.70722374164156,3.4956529936045047
1067,-0.8753068318201965,0.9490285586984446,-0.36502321157227163
1068,-0.592275384330654,0.9490285586984446,-0.005481100787119677
1069,-0.8146572359295803,0.9490285586984446,0.7558370608789928
1070,-0.8955233637837353,0.5094797629626657,-0.09447052437026966
1071,-0.8550902998566579,0.06993096722688691,-0.4297248641191983
1073,0.529742139645747,-0.3696178285088919,0.2819368604669361
1074,1.6416513976403788,-0.8091666242446708,-0.67363303775811
1075,-0.24859434095049512,-0.3696178285088919,0.11684068604012107
1076,-0.5215175224582683,-0.8091666242446708,-0.41698671216066463
1077,-0.7438993740571946,0.06993096722688691,0.06163525314153459
1078,-0.8955233637837353,3.146772537377339,1.3960904654271802
1080,-0.6327084482577315,-0.8091666242446708,-0.7406921855443044
1081,2.723235857689702,-0.8091666242446708,-0.5065022817119653
1082,-0.5417340544218071,-0.8091666242446708,-0.5482876052169042
1083,2.3087969524371577,-0.8091666242446708,-0.6891953666444
1084,-0.40021833067703577,-0.3696178285088919,-0.6663038771116382
1085,-0.8449820338748885,3.5863213331131174,3.67747744842643
1086,-0.40021833067703577,-0.8091666242446708,-0.8246948894722346
1087,0.4387677458098226,-0.8091666242446708,-0.8541251916306408
1088,-0.6933580441483478,-0.8091666242446708,-0.7844887565841486
1089,0.00411230859373934,0.5094797629626657,-0.0846792414608206
1090,-0.39011006469526643,-0.3696178285088919,0.15093027795940442
1091,-0.3193522028228808,0.5094797629626657,2.559014564971675
1092,-0.6124919162941928,0.5094797629626657,-0.6045076944317528
1093,-0.2587026069322645,-0.3696178285088919,0.20898999628177864
1094,-0.2587026069322645,-0.8091666242446708,-0.5124803235990228
1098,-0.8146572359295803,-0.3696178285088919,-0.44501847467840694
1099,-0.6124919162941928,-0.8091666242446708,-0.3289291465296901
1100,-0.3193522028228808,0.5094797629626657,0.14767253868879432
1103,1.1564546305154484,-0.8091666242446708,-0.7448494161338559
1104,1.9246828451299214,-0.8091666242446708,-0.79607826941908
1105,-0.6933580441483478,-0.3696178285088919,-0.2978639530367724
1107,-0.5215175224582683,0.06993096722688691,-0.5344422133168115
1110,-0.8854150978019659,-0.8091666242446708,-0.7671349721839835
1111,-0.4608679265676521,0.06993096722688691,-0.6573217600330361
1113,-0.6428167142395009,0.06993096722688691,-0.5901203496030929
1114,-0.7135745761118866,-0.8091666242446708,-0.17548420735467093
1115,-0.2789191388958033,-0.8091666242446708,-0.7580045707624262
1117,-0.7641159060207334,-0.3696178285088919,-0.5209024226514387
1118,0.13551976635674126,0.06993096722688691,0.9703329974571172
1119,-0.2789191388958033,-0.8091666242446708,1.9486310466239531
1120,-0.673141512184809,-0.8091666242446708,-0.8272428209489016
1121,-0.40021833067703577,-0.8091666242446708,-0.6516831914387341
1124,-0.40021833067703577,1.3885773544342235,0.8599823486520072
1125,1.2069959604242955,-0.8091666242446708,-0.7218322236301628
1126,-0.7034663101301172,1.3885773544342235,0.7490092066914456
1127,0.4387677458098226,0.06993096722688691,-0.4564175512759389
1128,-0.5215175224582683,-0.8091666242446708,0.028162885390897233
1129,-0.7034663101301172,1.3885773544342235,0.45056175062864473
1130,-0.23848607496872573,0.5094797629626657,-0.5404744504967258
1131,-0.4810844585311908,-0.8091666242446708,-0.6207843473863904
1132,-0.9864977576196597,1.3885773544342235,3.1138870491860895
1134,-0.9763894916378903,2.2676749459057812,0.7174005548451591
1135,-0.8955233637837353,1.8281261501700024,1.8535777719400566
1136,-0.8449820338748885,-0.3696178285088919,-0.314382226672063
1137,-0.8045489699478109,-0.3696178285088919,-0.5157388155820337
1138,0.014220574575508719,0.06993096722688691,0.2589603144328853
1139,-0.8348737678931191,-0.3696178285088919,-0.6825865517654822
1140,-0.8449820338748885,3.146772537377339,1.5102430645686702
1141,-0.8449820338748885,2.70722374164156,1.1704242768213635
1142,-0.7742241720025028,-0.3696178285088919,1.0110012957592867
1143,0.5701752035728246,0.06993096722688691,-0.7499851728444319
1144,-0.1677282130963401,0.06993096722688691,-0.6021140689972473
1146,-0.4911927245129602,0.5094797629626657,3.3255738630844736
1147,-0.9056316297655047,1.8281261501700024,2.385080041534808
1148,2.723235857689702,-0.8091666242446708,-0.7343844556257019
1149,-0.7034663101301172,0.5094797629626657,0.5136262537038578
1151,0.4994173417004389,-0.8091666242446708,-0.8464098895225648
1152,-0.3092439368411114,-0.8091666242446708,-0.4771517670680426
1153,-0.005995957388030038,-0.8091666242446708,-0.2857204438748613
1154,1.035155438734216,-0.3696178285088919,-0.4320349384772164
1155,0.17595283028381878,-0.3696178285088919,-0.17650187452053637
1156,-0.8348737678931191,-0.3696178285088919,-0.4366716468660699
1157,-0.8753068318201965,-0.3696178285088919,2.57404698432781
1159,1.0958050346248323,-0.8091666242446708,-0.767601653872472
1160,1.8438167172757665,-0.8091666242446708,-0.40473255427583754
1161,0.13551976635674126,-0.3696178285088919,-0.5727680706277293
1162,-0.8955233637837353,0.5094797629626657,0.03029682504713097
1163,0.23660242617443505,-0.8091666242446708,-0.5976617751465868
1164,-0.7337911080754252,-0.8091666242446708,-0.7461124675423781
1166,0.07487017046612499,-0.3696178285088919,-0.41573720957535665
1170,-0.9763894916378903,1.3885773544342235,2.772575632748021
1171,0.9340727789165222,-0.8091666242446708,3.880479466644523
1172,-0.5720588523671152,0.5094797629626657,1.0559818834055703
1173,0.15573629832028002,0.5094797629626657,-0.1375076085977189
1174,-0.6630332462030396,-0.3696178285088919,0.6735678536100772
1175,1.1362380985519098,-0.8091666242446708,-0.4334477796534952
1177,2.652477995817317,-0.8091666242446708,-0.5068312170311097
1178,0.2871437560832819,-0.3696178285088919,-0.7344506943169711
1179,-0.4507596605858827,1.3885773544342235,2.244754879505522
1181,-0.9157398957472741,3.146772537377339,1.5903459655481178
1182,-0.8146572359295803,-0.3696178285088919,-0.7436797010630316
1185,-0.7337911080754252,-0.8091666242446708,-0.8332155938491537
1186,-0.6630332462030396,-0.3696178285088919,1.365126135395968
1187,1.1564546305154484,-0.3696178285088919,0.6215102639715858
1188,-0.8247655019113497,0.9490285586984446,1.5839599535398334
1189,-0.005995957388030038,-0.3696178285088919,-0.5464698047690015
1191,0.448876011791592,0.06993096722688691,0.8394287838360925
1195,-0.7438993740571946,0.06993096722688691,-0.07849721451314962
1196,1.4192695460414524,0.06993096722688691,-0.26639078942262784
1197,0.5196338736639776,-0.3696178285088919,-0.8383347908869122
1198,2.2380390905647722,-0.8091666242446708,-0.810476152221351
1199,2.0560903028929234,-0.8091666242446708,-0.7439965929837633
1200,1.62143486567684,-0.8091666242446708,-0.18849107764028603
1201,-0.6023836503124234,-0.3696178285088919,0.5965841928194943
1202,-0.6832497781665784,-0.8091666242446708,-0.7934339907551121
1203,-0.9056316297655047,0.5094797629626657,-0.5520654687564588
1204,-0.5013009904947295,0.5094797629626657,-0.6218757803675329
1205,-0.9460646936925823,2.70722374164156,1.026466524745875
1206,-0.7135745761118866,-0.8091666242446708,-0.7524420261206036
1207,-0.9258481617290435,0.06993096722688691,-0.7038439026761334
1208,0.4994173417004389,-0.8091666242446708,-0.36376768728775744
1210,-0.005995957388030038,-0.8091666242446708,-0.8614197275066764
1211,-0.592275384330654,-0.3696178285088919,-0.526824763820838
1214,-0.8955233637837353,3.146772537377339,1.4873899633683485
1215,-0.23848607496872573,-0.8091666242446708,-0.5931146395334271
1216,2.6221531978720085,-0.8091666242446708,-0.8642047633895916
1217,0.18606109626558814,-0.3696178285088919,-0.5547940512093149
1218,-0.8854150978019659,2.70722374164156,0.6949704780140805
1220,-0.7438993740571946,0.06993096722688691,-0.5120226744593438
1222,2.773777187598549,-0.8091666242446708,-0.47638851669364357
1223,-0.14751168113280133,0.5094797629626657,1.624379856749743
1224,2.713127591707933,-0.3696178285088919,-0.18872065492252627
1226,-0.11718688318749321,1.3885773544342235,2.0574642272290755
1228,-0.6832497781665784,0.9490285586984446,-0.22662649871380436
1229,0.38822641590097573,-0.3696178285088919,0.5152671667375751
1230,-0.3496770007681889,-0.8091666242446708,-0.6365167892752585
1231,-0.8854150978019659,-0.3696178285088919,-0.5078887779542166
1232,-0.5720588523671152,0.06993096722688691,-0.562114932019378
1233,2.7333441236714715,-0.8091666242446708,-0.5274254283166667
1234,-0.18794474505987885,-0.8091666242446708,-0.3651925718624489
1235,-0.8348737678931191,0.06993096722688691,-0.2469459699730739
1236,0.8936397149894446,-0.8091666242446708,-0.5988179413941971
1237,-0.6428167142395009,0.5094797629626657,0.844350770224845
1238,-0.8854150978019659,0.06993096722688691,1.2136834112070451
1239,1.8741415152210745,-0.8091666242446708,-0.8235643154462511
1240,2.7333441236714715,-0.8091666242446708,-0.729518169954608
1243,-0.6327084482577315,0.9490285586984446,0.27482222285468877
1244,2.3492300163642352,-0.8091666242446708,0.6997848265295199
1245,0.27703549010151257,0.06993096722688691,-0.2256268966455581
1246,-0.9056316297655047,-0.3696178285088919,-0.3383892359827924
1247,0.23660242617443505,-0.8091666242446708,-0.8367872141908922
1251,-0.4911927245129602,-0.8091666242446708,-0.567569838787888
1252,2.126848164765309,-0.3696178285088919,-0.40820406386827135
1253,-0.7641159060207334,0.9490285586984446,0.7294590075057814
1254,0.2062776282291269,-0.8091666242446708,-0.5568685265858864
1257,-0.7438993740571946,0.06993096722688691,-0.5154693445425517
1260,-0.9460646936925823,0.9490285586984446,0.6713202543813245
1261,-0.005995957388030038,-0.8091666242446708,-0.636099786605222
1262,0.42865947982805325,-0.3696178285088919,-0.8268024841944407
1263,0.014220574575508719,0.5094797629626657,-0.6342059622048395
1264,-0.43054312862234395,-0.3696178285088919,-0.5078104958645347
1265,-0.32946046880465013,-0.3696178285088919,-0.6417135156902982
1266,-0.8854150978019659,0.06993096722688691,-0.7576553122084606
1267,2.7030193257261637,-0.8091666242446708,-0.622730861654828
1268,1.4394860780049912,0.06993096722688691,-0.7850713559823584
1269,1.8033836533486889,-0.3696178285088919,-0.6491570886216897
1270,-0.4507596605858827,0.9490285586984446,1.7063871201031842
1271,-0.966281225656121,-0.3696178285088919,-0.589988624932955
1272,-0.8247655019113497,2.70722374164156,0.742690186086831
1273,-0.9157398957472741,2.70722374164156,-0.5279335091871986
1274,-0.5316257884400377,-0.3696178285088919,-0.7739846550311535
1275,-0.19805301104164824,0.5094797629626657,-0.6033552917461465
1276,-0.5215175224582683,-0.3696178285088919,-0.8258013767013928
1277,-0.35978526674995825,0.9490285586984446,0.914394422680163
1278,0.10519496841143312,-0.8091666242446708,-0.8067615165234627
1279,-0.9561729596743516,-0.3696178285088919,0.847515925870158
1280,2.0560903028929234,-0.8091666242446708,-0.8523984693832334
1281,-0.6933580441483478,-0.3696178285088919,-0.7446100535904056
1282,-0.754007640038964,-0.8091666242446708,-0.4944506034629502
1283,-0.673141512184809,-0.8091666242446708,-0.6028893627700588
1286,-0.5316257884400377,-0.8091666242446708,-0.6408749940758204
1287,-0.6327084482577315,0.9490285586984446,-0.41125857079066863
1288,-0.40021833067703577,0.06993096722688691,0.1796229219650386
1289,1.5607852697862237,-0.8091666242446708,-0.67886815250559
1290,-0.5417340544218071,0.06993096722688691,-0.35740726750109963
1291,-0.8247655019113497,0.06993096722688691,-0.4898154004988983
1292,-0.6630332462030396,-0.8091666242446708,-0.676990887778025
1293,-0.41032659665880516,0.06993096722688691,-0.5905486429591411
1294,-0.6933580441483478,1.8281261501700024,0.8018014436331061
1295,-0.754007640038964,-0.3696178285088919,-0.046533282413691146
1296,2.26836388851008,-0.8091666242446708,-0.629761195478187
1297,0.8936397149894446,-0.8091666242446708,-0.33282142235416434
1298,-0.7843324379842722,2.70722374164156,0.823124280522626
1299,-0.9258481617290435,3.5863213331131174,1.5475753415105473
1300,-0.5215175224582683,2.70722374164156,1.0602851402008746
1302,-0.592275384330654,-0.8091666242446708,3.513017315978281
1303,-0.9561729596743516,0.5094797629626657,0.43096187242452855
1304,-0.4911927245129602,-0.8091666242446708,-0.7144729544876594
1305,-0.9763894916378903,1.8281261501700024,-0.01860012522045199
1306,-0.5417340544218071,-0.3696178285088919,-0.49784608910290445
1307,1.0553719706977547,-0.3696178285088919,0.23573763144377685
1308,-0.13740341515103197,2.2676749459057812,1.9591577295489724
1309,-0.7337911080754252,0.9490285586984446,-0.4924182799808229
1310,-0.2890274048775726,0.5094797629626657,2.312799327824348
1311,-0.21826954300518697,-0.8091666242446708,0.10690638777452234
1312,-0.4911927245129602,0.9490285586984446,1.731371150110136
1313,-0.2587026069322645,0.06993096722688691,-0.4220622518791774
1314,-0.6023836503124234,0.5094797629626657,0.19057488739650275
1315,-0.2789191388958033,0.06993096722688691,-0.36647895735539543
1316,-0.12729514916926257,-0.8091666242446708,-0.6309602663326421
1317,0.024328840557278096,0.06993096722688691,3.088272998899678
1318,0.3579016179556676,0.5094797629626657,1.4673520065469732
1319,-0.9157398957472741,0.5094797629626657,0.9346506660977664
1320,-0.9056316297655047,-0.3696178285088919,-0.5458623658615657
1321,2.015657238965846,-0.3696178285088919,-0.4831960476463694
1322,-0.3193522028228808,3.146772537377339,0.40323119486710135
1323,-0.40021833067703577,-0.8091666242446708,-0.5268691738524844
1324,2.3593382823460045,-0.8091666242446708,-0.4308644706939912
1325,-0.9864977576196597,2.2676749459057812,3.806388479610168
1326,1.995440707002307,-0.8091666242446708,2.1038584087640384
1327,-0.592275384330654,0.5094797629626657,-0.5940035928787577
1328,-0.03632075533333817,-0.3696178285088919,-0.02640123654221792
1330,-0.8247655019113497,-0.8091666242446708,-0.7131715147466972
1331,0.3073602880468207,-0.3696178285088919,-0.5999838929030175
1332,-0.3092439368411114,-0.8091666242446708,-0.2010530948970353
1333,0.2871437560832819,0.06993096722688691,0.20813642041928515
1334,-0.8348737678931191,0.5094797629626657,2.7057189645976383
1336,0.08497843644789436,0.06993096722688691,-0.20226270372510144
1337,-0.40021833067703577,-0.8091666242446708,-0.5997949620904198
1338,-0.8449820338748885,0.5094797629626657,-0.15453847937794604
1339,0.014220574575508719,-0.3696178285088919,-0.29156977194138395
1340,-0.3496770007681889,-0.8091666242446708,-0.7911547776055263
1341,0.07487017046612499,-0.8091666242446708,-0.6246992045828883
1342,-0.23848607496872573,-0.8091666242446708,-0.6807898272648014
1343,-0.5417340544218071,-0.8091666242446708,-0.8482502713424912
1344,1.0048306407889078,-0.3696178285088919,-0.26977724251377255
1345,2.258255622528311,-0.8091666242446708,-0.6234986283036316
1346,-0.6832497781665784,1.3885773544342235,2.315968247031665
1347,-0.5619505863853459,0.5094797629626657,0.048130087246598
1349,-0.5417340544218071,-0.8091666242446708,-0.7328925796473402
1350,0.5802834695545939,-0.3696178285088919,-0.6265967925452748
1351,-0.5518423204035765,-0.8091666242446708,-0.7331725886604332
1353,0.00411230859373934,0.5094797629626657,-0.19157268220911172
1354,1.9246828451299214,-0.8091666242446708,-0.29405297015158327
1355,0.5095256076822082,0.5094797629626657,0.7722386640921611
1357,-0.5013009904947295,0.06993096722688691,2.4900006230806344
1360,-0.9561729596743516,1.3885773544342235,2.7852896979097292
1361,-0.5619505863853459,-0.8091666242446708,-0.6363639886578986
1362,-0.24859434095049512,0.06993096722688691,1.73823362906812
1363,-0.42043486264057456,-0.3696178285088919,-0.4685076178573943
1366,-0.47097619254942147,0.06993096722688691,3.203559182916754
1367,-0.32946046880465013,0.06993096722688691,0.2096862552525076
1368,-0.5619505863853459,-0.3696178285088919,-0.6633773312973749
1369,-0.8449820338748885,-0.3696178285088919,0.09280055738375705
1371,-0.9056316297655047,0.9490285586984446,0.7961222285691613
1372,-0.5013009904947295,-0.3696178285088919,0.612242868893085
1373,-0.3092439368411114,-0.8091666242446708,-0.4414174985530376
1374,1.0553719706977547,-0.8091666242446708,-0.7312396232152099
1375,-0.8550902998566579,0.9490285586984446,0.1447060991172892
1376,-0.32946046880465013,-0.8091666242446708,-0.6796208649063779
1377,1.0250471727524466,-0.3696178285088919,-0.0461644533373051
1379,-0.026212489351568793,-0.8091666242446708,-0.6498465731808114
1380,-0.39011006469526643,-0.8091666242446708,-0.351908703413344
1381,0.8430983850805978,0.06993096722688691,-0.4027130269045236
1382,-0.3193522028228808,-0.3696178285088919,-0.1302183417084888
1383,-0.3395687347864195,0.5094797629626657,-0.29412673596686056
1384,-0.5417340544218071,-0.3696178285088919,-0.34425211287252944
1385,1.0755885026612935,-0.8091666242446708,-0.5402727235733147
1386,0.00411230859373934,-0.3696178285088919,-0.2864076702967805
1387,-0.8146572359295803,0.9490285586984446,0.6192099748747779
1388,-0.8854150978019659,2.2676749459057812,2.474822177518746
1389,1.62143486567684,-0.8091666242446708,-0.7454975015109344
1390,-0.8247655019113497,-0.3696178285088919,0.21487244369393624
1391,-0.38000179871349704,0.5094797629626657,1.0713771101388854
1392,0.7420157252629039,-0.8091666242446708,-0.3866471334221066
1393,-0.3496770007681889,-0.8091666242446708,0.047909542513167126
1394,-0.43054312862234395,3.146772537377339,0.9661441529467324
1395,-0.3092439368411114,-0.3696178285088919,-0.47788942522081473
1396,-0.42043486264057456,0.5094797629626657,-0.5627133383780044
1398,-0.38000179871349704,0.06993096722688691,0.5455533028956773
1399,2.76366892161678,-0.8091666242446708,-0.8179694041711946
1400,-0.8348737678931191,-0.3696178285088919,-0.44655400797601424
1401,-0.5316257884400377,-0.3696178285088919,-0.5544839337001902
1402,-0.9864977576196597,0.06993096722688691,-0.2303125313404628
1403,-0.7438993740571946,-0.3696178285088919,-0.4374552204752901
1404,1.166562896497218,-0.8091666242446708,-0.585403100987355
1405,-0.6124919162941928,-0.3696178285088919,-0.6077616701403589
1406,-0.6933580441483478,-0.3696178285088919,-0.39448889121351494
1407,0.6308247994634408,-0.8091666242446708,-0.7006365951363761
1408,1.8134919193304582,-0.3696178285088919,-0.5010857632758956
1409,-0.12729514916926257,1.3885773544342235,-0.003492434624237891
1410,-0.19805301104164824,-0.3696178285088919,-0.33259636134632875
1411,0.7925570551717509,-0.8091666242446708,-0.8414766124478009
1412,-0.12729514916926257,-0.3696178285088919,-0.4943354384656296
1413,2.2279308245830025,-0.8091666242446708,-0.7833867856293952
1414,1.6012183337133012,-0.8091666242446708,-0.8015038204039592
1415,-0.7034663101301172,-0.3696178285088919,-0.44821072797014844
1416,-0.11718688318749321,-0.8091666242446708,-0.5816417971206179
1417,-0.7337911080754252,-0.8091666242446708,-0.5882859894823728
1418,0.37811814991920634,-0.8091666242446708,-0.8203931381017316
1419,-0.9157398957472741,2.70722374164156,1.890328954908526
1420,-0.39011006469526643,0.06993096722688691,0.8669283786864779
1421,-0.9157398957472741,0.9490285586984446,0.03032316998115857
1422,1.146346364533679,-0.8091666242446708,-0.7419454516916164
1423,-0.3092439368411114,-0.8091666242446708,-0.6981827527098075
1424,1.0250471727524466,-0.8091666242446708,-0.7975558438618267
1426,-0.9258481617290435,1.3885773544342235,-0.14493462185629316
1427,-0.6226001822759621,-0.3696178285088919,-0.5887797688172896
1428,-0.6933580441483478,2.2676749459057812,1.0994660787990873
1430,-0.39011006469526643,2.70722374164156,3.8464628878281157
1431,1.914574579148152,-0.8091666242446708,1.200413844293555
1432,1.277753822296681,-0.3696178285088919,0.5174176660666264
1433,-0.9460646936925823,2.2676749459057812,1.0524433824094666
1434,-0.7742241720025028,-0.8091666242446708,-0.10117643914888912
1436,-0.9561729596743516,0.9490285586984446,3.5561913938626737
1437,-0.8753068318201965,-0.3696178285088919,0.0984090174820276
1438,-0.39011006469526643,-0.8091666242446708,0.047345760924977
1439,-0.5316257884400377,-0.3696178285088919,-0.6938012138248212
1440,-0.8955233637837353,-0.8091666242446708,0.35523448863086055
1441,-0.8449820338748885,3.146772537377339,2.293200202332633
1442,-0.7641159060207334,-0.8091666242446708,-0.3605972626556388
1443,-0.8146572359295803,-0.8091666242446708,-0.8096406414564764
1444,-0.673141512184809,0.06993096722688691,0.3416344809734247
1445,0.4994173417004389,0.5094797629626657,1.1911329003918403
1447,-0.2587026069322645,-0.3696178285088919,2.815812185761679
1448,-0.2890274048775726,0.06993096722688691,-0.4547954560522411
1450,0.3174685540285901,-0.3696178285088919,-0.34347305553771396
1451,-0.6023836503124234,-0.8091666242446708,-0.33873849453675803
1452,0.4893090757186695,0.06993096722688691,0.273508739715314
1453,-0.8449820338748885,0.06993096722688691,3.4024920378961876
1454,0.024328840557278096,-0.8091666242446708,-0.8178489701870686
1455,0.38822641590097573,-0.8091666242446708,-0.2676011509630948
1456,0.9138562469529834,-0.8091666242446708,0.8442423796391311
1457,-0.9864977576196597,0.9490285586984446,-0.1201764055695774
1460,-0.8955233637837353,1.8281261501700024,1.2905150240926688
1461,-0.4911927245129602,0.9490285586984446,1.0553736917857337
1462,-0.9561729596743516,-0.3696178285088919,-0.15545678850690733
1463,-0.06664555327864631,-0.8091666242446708,-0.6908392905277208
1464,-0.07675381926041569,-0.8091666242446708,-0.8199001114792157
1465,-0.7742241720025028,-0.8091666242446708,-0.7183832954097525
1466,-0.6327084482577315,-0.8091666242446708,-0.5062757152793281
1467,-0.9157398957472741,0.9490285586984446,-0.007262018327383847
1468,-0.8449820338748885,0.5094797629626657,-0.45981002606629007
1469,-0.7438993740571946,3.146772537377339,0.06640744976252988
1470,-0.6832497781665784,-0.3696178285088919,-0.7782299529715972
1471,-0.8753068318201965,0.9490285586984446,-0.29608679905851215
1472,-0.3092439368411114,0.5094797629626657,0.08039811515597471
1473,-0.8348737678931191,-0.8091666242446708,-0.6059709673388846
1475,-0.673141512184809,1.3885773544342235,1.9815215676887825
1476,-0.8146572359295803,3.146772537377339,1.7797871171536157
1477,-0.3092439368411114,-0.8091666242446708,-0.8179927382556191
1478,0.36800988393743694,-0.8091666242446708,-0.561125115212342
1479,1.065480236679524,-0.3696178285088919,-0.6298063582222343
1481,-0.9157398957472741,1.8281261501700024,1.800739619541948
1482,-0.7438993740571946,2.2676749459057812,-0.24720791388854804
1483,2.7333441236714715,-0.8091666242446708,-0.5297648584583156
1484,-0.47097619254942147,0.5094797629626657,1.660096060167129
1485,-0.32946046880465013,-0.8091666242446708,-0.6796622640884212
1486,1.29797035426022,-0.3696178285088919,-0.6972396040716203
1487,2.288580420473619,-0.8091666242446708,-0.7694871984364458
1488,1.1766711624789872,-0.8091666242446708,-0.587841136453507
1489,-0.5518423204035765,-0.8091666242446708,-0.5655849361870102
1491,-0.8146572359295803,0.5094797629626657,1.6419940796405808
1492,-0.9864977576196597,0.06993096722688691,-0.37838686753586004
