,order_date,sales
974,2018-03-27,2724.0280000000002
975,2018-03-28,1396.942
976,2018-03-29,81.4
977,2018-03-30,230.267
978,2018-03-31,4815.190799999999
979,2018-04-01,5761.664
980,2018-04-02,771.8
981,2018-04-03,0.0
982,2018-04-04,784.4499999999999
983,2018-04-06,8.1
984,2018-04-07,1696.9625
985,2018-04-08,5324.48
986,2018-04-09,1035.376
987,2018-04-10,681.399
988,2018-04-11,255.202
989,2018-04-12,29.7
990,2018-04-13,1332.624
991,2018-04-14,460.16
992,2018-04-15,15.57
993,2018-04-16,927.909
994,2018-04-17,3280.951
995,2018-04-20,884.518
996,2018-04-21,1071.228
997,2018-04-22,675.06
998,2018-04-23,992.074
999,2018-04-24,926.7479999999999
1000,2018-04-25,540.199
1001,2018-04-26,0.0
1002,2018-04-27,220.2656
1003,2018-04-28,788.4480000000001
1004,2018-04-29,1048.35
1005,2018-04-30,765.306
1006,2018-05-01,4103.762
1007,2018-05-02,159.56
1008,2018-05-03,1297.018
1009,2018-05-04,1087.125
1010,2018-05-05,134.043
1011,2018-05-06,2664.5978
1012,2018-05-07,2549.4680000000003
1013,2018-05-08,3617.0820000000003
1014,2018-05-09,1012.99
1015,2018-05-11,310.427
1016,2018-05-12,817.598
1017,2018-05-13,2811.9980000000005
1018,2018-05-14,3344.4020000000005
1019,2018-05-15,309.048
1020,2018-05-16,221.024
1021,2018-05-18,1791.448
1022,2018-05-19,4348.392
1023,2018-05-20,2803.8279999999995
1024,2018-05-21,0.0
1025,2018-05-22,274.382
1026,2018-05-23,239.61200000000002
1027,2018-05-25,863.896
1028,2018-05-26,257.28
1029,2018-05-27,1515.248
1030,2018-05-28,1175.779
1031,2018-05-29,561.994
1032,2018-05-30,642.6684
1033,2018-06-01,558.298
1034,2018-06-02,30.41
1035,2018-06-03,2843.996
1036,2018-06-04,195.974
1037,2018-06-05,470.376
1038,2018-06-06,26.4
1039,2018-06-08,2141.9820000000004
1040,2018-06-09,829.685
1041,2018-06-10,2378.5209999999997
1042,2018-06-11,1312.312
1043,2018-06-12,1551.404
1044,2018-06-13,974.1580000000001
1045,2018-06-15,3848.822
1046,2018-06-16,2456.118
1047,2018-06-17,3729.198
1048,2018-06-18,917.9235
1049,2018-06-19,1617.413
1050,2018-06-20,949.6560000000001
1051,2018-06-21,129.89600000000002
1052,2018-06-22,541.411
1053,2018-06-24,355.75800000000004
1054,2018-06-25,1420.664
1055,2018-06-26,3594.8340000000003
1056,2018-06-27,1479.096
1057,2018-06-29,4479.967199999999
1058,2018-06-30,4461.053
1059,2018-07-01,613.9100000000001
1060,2018-07-02,5.232
1061,2018-07-03,5790.01
1062,2018-07-05,97.66999999999999
1063,2018-07-06,364.322
1064,2018-07-07,1598.758
1065,2018-07-08,301.444
1066,2018-07-09,742.0840000000001
1067,2018-07-10,340.374
1068,2018-07-11,1689.9019999999998
1069,2018-07-12,0.0
1070,2018-07-13,399.974
1071,2018-07-14,2807.2360000000003
1072,2018-07-15,2095.919
1073,2018-07-16,71.372
1074,2018-07-17,1954.6889999999999
1075,2018-07-18,2090.698
1076,2018-07-20,2062.516
1077,2018-07-21,3501.0819999999994
1078,2018-07-22,556.3140000000001
1079,2018-07-23,601.94
1080,2018-07-24,2399.96
1081,2018-07-25,734.376
1082,2018-07-26,2012.3020000000001
1083,2018-07-27,778.8699999999999
1084,2018-07-28,1170.5639999999999
1085,2018-07-29,1323.91
1086,2018-07-30,497.126
1087,2018-07-31,1454.712
1088,2018-08-01,2049.362
1089,2018-08-03,339.11800000000005
1090,2018-08-04,3.318
1091,2018-08-05,356.716
1092,2018-08-06,1040.81
1093,2018-08-07,3042.2839999999997
1094,2018-08-10,1454.49
1095,2018-08-11,643.9580000000001
1096,2018-08-12,3187.848
1097,2018-08-13,2495.0360000000005
1098,2018-08-14,418.296
1099,2018-08-15,1899.472
1100,2018-08-16,80.564
1101,2018-08-17,9460.568
1102,2018-08-18,6864.192
1103,2018-08-19,493.006
1104,2018-08-20,667.0300000000001
1105,2018-08-21,7557.103999999999
1106,2018-08-22,524.54
1107,2018-08-23,4529.272
1108,2018-08-24,674.6880000000001
1109,2018-08-25,156.676
1110,2018-08-26,125.7
1111,2018-08-27,5728.518
1112,2018-08-28,1386.008
1113,2018-08-29,30.68
1114,2018-08-31,2924.9100000000003
1115,2018-09-01,1139.33
1116,2018-09-02,8205.083999999999
1117,2018-09-03,1023.1769999999999
1118,2018-09-04,5223.91
1119,2018-09-05,236.752
1120,2018-09-07,3333.9090000000006
1121,2018-09-08,2096.487
1122,2018-09-09,3914.061
1123,2018-09-10,2363.05
1124,2018-09-11,5111.638000000001
1125,2018-09-12,136.64
1126,2018-09-13,0.0
1127,2018-09-14,3072.345
1128,2018-09-15,6316.59
1129,2018-09-16,717.5899999999999
1130,2018-09-17,4670.754
1131,2018-09-18,701.144
1132,2018-09-19,1107.28
1133,2018-09-20,7303.278
1134,2018-09-21,282.312
1135,2018-09-22,7540.111000000001
1136,2018-09-23,1846.482
1137,2018-09-24,5826.407999999999
1138,2018-09-25,1303.777
1139,2018-09-26,1367.352
1140,2018-09-28,492.53499999999997
1141,2018-09-29,1496.776
1142,2018-09-30,175.51599999999996
1143,2018-10-01,2755.664
1144,2018-10-02,4960.518
1145,2018-10-03,2377.738
1146,2018-10-04,0.0
1147,2018-10-05,6534.856
1148,2018-10-06,892.71
1149,2018-10-07,2730.2740000000003
1150,2018-10-08,608.356
1151,2018-10-09,1318.561
1152,2018-10-10,239.358
1153,2018-10-12,5542.798000000001
1154,2018-10-13,8240.36
1155,2018-10-14,124.872
1156,2018-10-15,510.24
1157,2018-10-16,2618.521
1158,2018-10-17,102.75200000000001
1159,2018-10-19,2477.8822
1160,2018-10-20,1137.3020000000001
1161,2018-10-21,4464.401
1162,2018-10-22,15026.857
1163,2018-10-23,2945.962
1164,2018-10-24,517.405
1165,2018-10-26,727.368
1166,2018-10-27,946.832
1167,2018-10-28,197.36
1168,2018-10-29,0.0
1169,2018-10-30,3870.814
1170,2018-10-31,508.768
1171,2018-11-01,2690.74
1172,2018-11-02,5999.951999999999
1173,2018-11-03,4158.601000000001
1174,2018-11-04,10625.523999999998
1175,2018-11-05,1876.6339999999998
1176,2018-11-06,3583.0519999999997
1177,2018-11-07,2413.3779999999997
1178,2018-11-08,0.0
1179,2018-11-09,4607.842000000001
1180,2018-11-10,3657.788
1181,2018-11-11,1423.35
1182,2018-11-12,2403.4159999999997
1183,2018-11-13,6458.8622000000005
1184,2018-11-14,740.098
1185,2018-11-15,0.0
1186,2018-11-16,4135.432
1187,2018-11-17,12843.3648
1188,2018-11-18,1232.7959999999998
1189,2018-11-19,6301.731999999999
1190,2018-11-20,2594.4420000000005
1191,2018-11-21,2122.136
1192,2018-11-22,0.0
1193,2018-11-23,954.093
1194,2018-11-24,4192.125
1195,2018-11-25,3559.3590000000004
1196,2018-11-26,4746.271999999999
1197,2018-11-27,1133.894
1198,2018-11-28,4045.21
1199,2018-11-29,390.368
1200,2018-11-30,6461.144
1201,2018-12-01,4254.092
1202,2018-12-02,8967.132
1203,2018-12-03,1105.892
1204,2018-12-04,2428.304
1205,2018-12-05,957.696
1206,2018-12-06,10.68
1207,2018-12-07,2764.99
1208,2018-12-08,7014.193
1209,2018-12-09,4708.272000000001
1210,2018-12-10,3388.4669999999996
1211,2018-12-11,1891.603
1212,2018-12-13,319.416
1213,2018-12-14,3390.54
1214,2018-12-15,251.096
1215,2018-12-16,752.032
1216,2018-12-17,1862.008
1217,2018-12-18,3299.6710000000003
1218,2018-12-19,1882.5659999999998
1219,2018-12-20,57.336
1220,2018-12-21,1946.0700000000002
1221,2018-12-22,7286.649
1222,2018-12-23,1186.4740000000002
1223,2018-12-24,6167.139999999999
1224,2018-12-25,1836.111
1225,2018-12-26,753.8119999999999
1226,2018-12-27,164.388
1227,2018-12-28,1518.6848
1228,2018-12-29,2476.0440000000003
1229,2018-12-30,710.7660000000001
