rating,date,variation,verified_reviews,feedback,processed_reviews
5,30-Jul-18,Black  Dot,Easy to set up and connect with smart devices. Just what I needed!,1,easy set connect smart device needed
5,20-Jul-18,Black  Spot,We gave the Echo Spot as a gift to my mother in law.  She loves it.  She can play music of all genres!  Easy for her to use.,1,gave echo spot gift mother law love play music genre easy use
5,30-Jul-18,Configuration: Fire TV Stick,We love our fire stick!! The Alexa voice control is fantastic for my younger kids!!,1,love fire stick alexa voice control fantastic younger kid
5,30-Jul-18,White  Dot,Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.,1,love one bedroom kitchen great drop family around house
5,30-Jul-18,Black,Works great! Looks brand new! Love my new echo dot. I will be getting them for all the main rooms in the house.,1,work great look brand new love new echo dot getting main room house
5,30-Jul-18,Black  Show,"""I love the Echo Show!! I have the dot and have been using that for the last 6 months,  but the Show is so much better.  The sound quality is amazing and the screen resolution is like watching a mini 4K tv.  I love being able to see my timers, events and list instead of having them read to me.  I purchased this on prime day, and it is worth every penny.  When the dot was given to me, I thought """"this is a cute novelty,  but I'll probably never use it"""". Was I wrong!!  Echo is part of my daily routine,  and has made my life so much easier.""",1,love echo show dot using last month show much better sound quality amazing screen resolution like watching mini k tv love able see timer event list instead read purchased prime day worth every penny dot given thought cute novelty probably never_use wrong echo part daily routine made life much easier
5,30-Jul-18,White  Spot,The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use,1,thing like echo spot voice command feature ask anything get answer play music without getting adjust echo easy use
5,30-Jul-18,Charcoal Fabric ,"""I love it,she is very helpful. I use her for remembering things and sleep. You can ask her just about anything. I have only had her for about a week so still learning her.""",1,love itshe helpful use remembering thing sleep ask anything week still learning
3,30-Jul-18,Black  Dot,The speaker could be better...,2,speaker could better
5,30-Jul-18,Black  Dot,I enjoy it. Still discovering new uses.,1,enjoy still discovering new us
5,30-Jul-18,Black  Show,Great in the kitchen.  I love to cook and it is fun to look up recipes.  Also great for listening to music and watching shows on Amazon Prime Video while I cook.  I subsequently bought an Echo Dot with the ihome clock docking station for the bedroom.  I created a group so I can play music on both of them at the same time.  I plan to add more speakers in the future.,1,great kitchen love cook fun look recipe also great listening music watching show amazon prime video cook subsequently bought echo dot ihome clock docking station bedroom created group play music time plan add speaker future
5,30-Jul-18,White  Dot,"""Love it , Now if I can only find the correct smart (links)Plug to connect this too""",1,love find correct smart linksplug connect
5,30-Jul-18,Black  Dot,Love it!,1,love
5,26-Jul-18,White  Spot,Great buy!,1,great buy
5,30-Jul-18,White  Dot,so far i am liking it although i am probably not using it to the full capasity,1,far liking although probably not_using full capasity
3,3-Jun-18,Black,"""I received an Echo as a gift, loved it so much I decided to get the Dot for my bedroom. Both very easy to set up but a big difference in the sound quality. I would still buy it again.""",2,received echo gift loved much decided get dot bedroom easy set big difference sound quality would still buy
5,30-Jul-18,Black  Dot,I had an Alexia built into my thermostat that just didn't work very well. I had to be standing right next to it for it to hear me and music played very choppy on it. I decided to try the Echo Dot since it was on Prime Day. I have not been disappointed! It hears me just fine and music plays with out any problem. I really like that I can Bluetooth connect to my Bose Speaker for quality sound.,1,alexia built thermostat not_work well standing right next hear music played choppy decided try echo dot since prime day not_been disappointed hears fine music play problem really like bluetooth connect bose speaker quality sound
5,30-Jul-18,Configuration: Fire TV Stick,Is good.,1,good
5,30-Jul-18,Black  Plus,Using as a hub and music.,1,using hub music
5,30-Jul-18,White  Dot,"""Great price.  I love my echo dot,""",1,great price love echo dot
5,30-Jul-18,Charcoal Fabric ,Easy to set up.,1,easy set
5,17-May-18,White,Works perfect! There’s no difference at all between this refurb one and my new ones that I have in my house. I’ll be buying the refurbs from here on out,1,work perfect no_difference refurb one new one house buying refurbs
4,27-Jul-18,Black  Plus,Sound is better,1,sound better
5,29-Jul-18,Heather Gray Fabric ,"""Love these,  great sound... easy to connect and use...""",1,love great sound easy connect use
5,30-Jul-18,Black  Dot,Love it. Added it to an upstairs bedroom,1,love added upstairs bedroom
5,29-Jul-18,Charcoal Fabric ,Enjoyed entire echo experience,1,enjoyed entire echo experience
5,30-Jul-18,Charcoal Fabric ,Tried to play certain broadway shows like Camelot and it gives ne the group Camelot.,1,tried play certain broadway show like camelot give ne group camelot
5,30-Jul-18,Oak Finish ,Versatile and fun !!!,1,versatile fun
5,30-Jul-18,Configuration: Fire TV Stick,Love this wished I had gotten it sooner,1,love wished gotten sooner
5,27-Jul-18,White  Plus,It is fantastic.,1,fantastic
5,29-Jul-18,White  Plus,Home entertainment.,1,home entertainment
5,18-Jul-18,Black  Spot,Surprisingly good beefy sound out of this thing. I think it might shape up to be one of my favorite echo devices. I have nearly all of them. ;-),1,surprisingly good beefy sound thing think might shape one favorite echo device nearly
5,14-Jun-18,Black,Love these guys they work so great,1,love guy work great
4,30-Jul-18,Black,"""For a refurbished item.. It works like its new... Which I love... Easy set up,  which I love. The only issue is the volume,  if you are listening while relaxing its fine,  but if you are expecting to do anything else,  I recommend  purchasing a speaker.""",1,refurbished item work like new love easy set love issue volume listening relaxing fine expecting anything else recommend purchasing speaker
5,29-Jul-18,Black  Plus,It works perfect!,1,work perfect
5,30-Jul-18,Configuration: Fire TV Stick,Good,1,good
5,28-Jul-18,Black  Show,This was an impulse buy and I am super happy I made the purchase. I love this so much I immediately bought my parents one. now we can video chat easily! I love all the features and how easy this is to use and set up.,1,impulse buy super happy made purchase love much immediately bought parent one video chat easily love feature easy use set
4,26-Jul-18,White  Spot,Speakers are not as loud as Google Home,1,speaker not_as loud google home
5,30-Jul-18,Black  Plus,"""We went to a Best Buy with the intention of buying Alexa products, instead were talked into the Google Home products. Bought the Google Home and the Home Mini... has trouble from the start setting them up, and they couldn’t understand my husband (Scottish accent). After days of the “oops, something went wrong” command.. we returned them and bought the Amazon Echo Show and the Echo Plus... so easy to set up! It connected immediately to my amazon account and was way easier to navigate. They both understand commands from my husband on the first try and have yet to give an error message. We have loved these two products and should have gone with what we intended in the first place! You won’t regret your purchase!""",1,went best buy intention buying alexa product instead talked google home product bought google home home mini trouble start setting could not_understand husband scottish accent day oops something went wrong command returned bought amazon echo show echo plus easy set connected immediately amazon account way easier navigate understand command husband first try yet give error message loved two product gone intended first place not_regret purchase
5,28-Jul-18,Charcoal Fabric ,I love Alexa!,1,love alexa
4,30-Jul-18,Black  Spot,Smaller than I thought it would be. Happy I got a stand so it sits up higher on the bedside table.,1,smaller thought would happy got stand sits higher bedside table
5,30-Jul-18,Heather Gray Fabric ,"""I love it, wife hates it.""",1,love wife hate
5,30-Jul-18,Black  Dot,Love Alexa!!  I own 2 and gave one for a gift which was a huge hit!,1,love alexa gave one gift huge hit
5,7-Jun-18,Black,A++++,1,no_review
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to install.  Very intuitive to use.  Very happy with the purchase.,1,easy install intuitive use happy purchase
5,30-Jul-18,Charcoal Fabric ,I love it. It plays my sleep sounds immediately when I ask,1,love play sleep sound immediately ask
5,30-Jul-18,Configuration: Fire TV Stick,"""I didn’t realize it needed an external power source in order to utilize the fire stick. I thought it was more along the lines of a flash drive device you Singley plugged into your tv. However, since using my amazon fire stick I have enjoyed every moment of it and would definitely recommend this product to any and all.""",1,not_realize needed external power source order utilize fire stick thought along line flash drive device singley plugged tv however since using amazon fire stick enjoyed every moment would definitely recommend product
5,30-Jul-18,Black  Dot,"""I love it, it is just what I thought it would be!!!  I'm addicted!""",1,love thought would addicted
5,30-Jul-18,White  Dot,Great product,1,great product
5,17-Jul-18,Black  Spot, ,1,no_review
5,30-Jul-18,White  Plus,Have had this around a week.. I love that I can control items in my house even if I’m not there.. makes me feel better about being away from the house and people don’t know that we are gone.. Alexa has not disappointed!,1,around week love control item house even not_there make feel better away house people not_know gone alexa not_disappointed
5,29-Jul-18,Black  Show,"""I love this device.  I bought it simple so that I can have an alarm clock with my Amazon Echo.....and during Prime day for the price you couldn't beat it.  But, I have Sonos and Big Ass Fan lights that I am able to control with this device.  It's perfect and getting better all the time.""",1,love device bought simple alarm clock amazon echoand prime day price could not_beat sonos big as fan light able control device perfect getting better time
5,30-Jul-18,Charcoal Fabric ,"""I sent it to my 85 year old Dad, and he talks to it constantly.""",1,sent year old dad talk constantly
5,30-Jul-18,White  Dot,I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????,1,love watch wife argue alexa woke one night listening alexa talking cell phone
4,25-Jul-18,Black,Refurbished is the way to go. My Echo works just like new.,1,refurbished way go echo work like new
5,28-Jul-18,Black  Plus,"""Love warehouse buys. If this was just in good used condition, then new must be newer than new. Seriously, this one was perfect, not a mark on it anywhere. Great buy!""",1,love warehouse buy good used condition new must newer new seriously one perfect not_a mark anywhere great buy
4,29-Jul-18,Charcoal Fabric ,Easy to set up.,1,easy set
1,19-Jul-18,Black  Plus,"""I would like to tell you that I have a reason to hate it like the speakers suck, or the color, or the shape or even the way it smells, but I can honestly say the number reason I hate this device is I have tried to set it up 3x's now to no avail, I have 4 other Echo devices already that I set up and use quite regularly, I have reset my phone (Galaxy S8), checked the app for updates, I have cycled power to the Echo unit with each attempt. I work in the network/technology industry for a living and have for over 20 years now, so lack of experience or knowledge is not the problem here. I used the app and the device even tells me it is connected and to follow the app to continue set up, the set up screen just continues to roll the 3 dots around the screen for about 5 minutes before the app locks up on my phone and I have to force the app to close, restart my phone and the Echo and try again. I figured 3x's was enough, it shouldn't be that hard a techie, I can only imagine how bad this will prove to be for people whom have no clue about technology....I hope they won't call me I'll tell em to send the product back!""",0,would like tell reason hate like speaker suck color shape even way smell honestly say number reason hate device tried set x no_avail echo device already set use quite regularly reset phone galaxy checked app update cycled power echo unit attempt work networktechnology industry living year lack experience knowledge not_the problem used app device even tell connected follow app continue set set screen continues roll dot around screen minute app lock phone force app close restart phone echo try figured x enough not_be hard techie imagine bad prove people no_clue technologyi hope not_call tell send product back
5,29-Jul-18,Heather Gray Fabric ,Great,1,great
5,30-Jul-18,Configuration: Fire TV Stick,"""Easy set up, nice looking interface and I like the new slightly larger remote. I have a 1st Gen with the little remote and misplace it all the time. And great price!""",1,easy set nice looking interface like new slightly larger remote st gen little remote misplace time great price
5,30-Jul-18,Black  Show,Met every expectation I had,1,met every expectation
5,30-Jul-18,White  Dot,I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.,1,echo wanted dot bedroom even easier set original echo
4,30-Jul-18,White  Plus,I did not know it needed to be plugged in to work. So far my experiences have been positive.,1,not_know needed plugged work far experience positive
5,30-Jul-18,Charcoal Fabric ,Clear music,1,clear music
5,30-Jul-18,Black  Dot,Works great and easy to set up!,1,work great easy set
5,29-Jul-18,Heather Gray Fabric ,Works great!,1,work great
5,30-Jul-18,Black  Show,"""I do love it. Was easy to set up so far, but I wish it has a little more in the set up instructions. There is still a whole lot more I would like to be able to do with it and I have no idea if I can or not with it. But I really do like it.""",1,love easy set far wish little set instruction still whole lot would like able no_idea not_with really like
5,18-Jul-18,Black  Plus,Love the light bulb feature,1,love light bulb feature
5,30-Jul-18,Heather Gray Fabric ,"""Love it! I’ve listened to songs I haven’t heard since childhood! I get the news, weather, information! It’s great!""",1,love listened song not_heard since childhood get news weather information great
5,30-Jul-18,Configuration: Fire TV Stick,Love that the fire stick allows me enough choices to ditch cable!,1,love fire stick allows enough choice ditch cable
4,21-Jul-18,White  Spot,"""Love it except that Amazon needs a reference one cohesive link for a full user manual. I don't have hours to research websites. Plus, more instruction from Alexa on skills would be great. We often get the answer, """"I don't know that skill"""" even though I've added it in the app. I.e. Kwikset or Pizza Hut.""",1,love except amazon need reference one cohesive link full user manual not_have hour research website plus instruction alexa skill would great often get answer not_know skill even though added app ie kwikset pizza hut
5,30-Jul-18,Black  Spot,Love it,1,love
3,30-Jul-18,Black  Dot,Alexa is pretty basic and almost like a toy. Shouldn't have been released into the market without proper development. Speech recognition fails to understand basic American and British Accent.The music it can play is very restrictive. Speech isn't refined in a way that we understand a (almost a) human is speaking. Linking to Youtube via amazon web services doesn't work.,2,alexa pretty basic almost like toy not_have released market without proper development speech recognition fails understand basic american british accentthe music play restrictive speech not_refined way understand almost human speaking linking youtube via amazon web service not_work
2,29-Jul-18,Black  Plus,"""I decided to buy smart door lock and decided on getting the Echo Plus to control it.  I chose a Kwikset 888 because Amazon said it was compatible and I bought 2 Dots while I was at it.  And when I posed the question, somebody in the community said it will work with Alexa.  What I didn't know was the Z-wave lock and Zigbee Alexa hub weren't compatible.  Does any body know of a lock that works seamlessly with Echo Plus?  If not, I guess my choices are: 1. Exchange the Plus for a regular Echo and buy a separate hub like Wink.  2. Return the whole Alexa system and get something else.I  don't want to just buy another hub to use along side my Echo Plus or I'll be back here asking how to integrate two hubs.The reason I kept from buying smart systems up to this point  is because I was afraid they wouldn't operate seamlessly and unfortunately I only do enough research after something doesn't work.""",0,decided buy smart door lock decided getting echo plus control chose kwikset amazon said compatible bought dot posed question somebody community said work alexa not_know zwave lock zigbee alexa hub not_compatible body know lock work seamlessly echo plus not_i guess choice exchange plus regular echo buy separate hub like wink return whole alexa system get something elsei not_want buy another hub use along side echo plus back asking integrate two hubsthe reason kept buying smart system point afraid would not_operate seamlessly unfortunately enough research something not_work
5,30-Jul-18,Configuration: Fire TV Stick,Great Purchase,1,great purchase
5,31-Jul-18,Configuration: Fire TV Stick, ,1,no_review
1,23-Jul-18,Black  Plus,I am not tec smart enough to make it work at all. Will send it back if I cant get help. My eco dot works just fine. this is too complacated.I just wanted a bigger speaker.,0,not_tec smart enough make work send back not_get help eco dot work fine complacatedi wanted bigger speaker
5,28-Jul-18,Black  Show,I like it,1,like
5,30-Jul-18,Black  Dot,Easy to connect and the skills created for our Echo 2nd Gen worked fine with the Dot.,1,easy connect skill created echo nd gen worked fine dot
5,29-Jul-18,Charcoal Fabric ,Great sound from a little speaker,1,great sound little speaker
5,30-Jul-18,Configuration: Fire TV Stick,We are using the internet for our home and loving them,1,using internet home loving
5,30-Jul-18,Black  Dot,Works like a charm.,1,work like charm
5,19-Jul-18,White  Spot,"""Omg where do I start, I LOVE THIS THING! None bad to say!""",1,omg start love thing none_bad say
4,30-Jul-18,Black  Dot,Small speaker tin sound. Great with good Bluetooth speaker.,1,small speaker tin sound great good bluetooth speaker
5,28-Jul-18,Black  Plus,"""Very easy to set up, great sound.""",1,easy set great sound
5,31-May-18,White,Worked perfect,1,worked perfect
5,30-Jul-18,Configuration: Fire TV Stick,Being able to tell it what to go to,1,able tell go
5,20-May-18,Black,I have never been more satisfied with a product. Perfect introduction to Alexa.,1,never_been satisfied product perfect introduction alexa
5,30-Jul-18,Charcoal Fabric ,The entire family loves Alexa Echo. She’s now a part of this family.,1,entire family love alexa echo part family
5,1-Jul-18,Black,"""Works perfectly, Alexa turns on and off my lights, my tv, roomba!""",1,work perfectly alexa turn light tv roomba
4,30-Jul-18,White  Dot,Better sound.,1,better sound
1,26-Jul-18,Black  Spot,I would love this but there is no way to stop the screen from constantly scrolling through “things to try”. If Amazon would make this a setting I would change my review to 5 stars.,0,would love no_way stop screen constantly scrolling thing try amazon would make setting would change review star
5,30-Jul-18,Configuration: Fire TV Stick,Ease of use!,1,ease use
4,30-Jul-18,White  Dot,Better sound.,1,better sound
5,30-Jul-18,Configuration: Fire TV Stick,Easy to set-up!  I am enjoying the added video choices for my television.,1,easy setup enjoying added video choice television
5,30-Jul-18,Heather Gray Fabric ,Met and exceeded my expectations. Easy set up and is really quick in responses.,1,met exceeded expectation easy set really quick response
4,30-Jul-18,Charcoal Fabric ,"""i liked the sound . what is troubling is that I paid extra money to have access to a million more songs. Sometimes it doesn't work. Ex. Alexa play Italian songs&#34; .don't have or don&#34; t understand. or play the opera Tosca, response &#34;sorry I don&#34;t have that.""",1,liked sound troubling paid extra money access million song sometimes not_work ex alexa play italian song not_have understand play opera tosca response sorry dont
4,29-Jul-18,Black  Show,I took advantage of prime Friday and decided to take a chance and purchase one.  I enjoy the features it comes with. I'm sorry I didn't purchase two of them  Well worth the money.  Its looks great on my nightstand.  Every night it puts me to steep with sleeping music.  Happy customer!,1,took advantage prime friday decided take chance purchase one enjoy feature come sorry not_purchase two well worth money look great nightstand every night put steep sleeping music happy customer
4,29-Jul-18,Black  Plus,Great product I just wish it had some sort of equalizer... The bass is a little much,1,great product wish sort equalizer bass little much
4,30-Jul-18,Black  Dot,"""I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa""",1,got use couple week go hospital good time short time use fun trying use alexa
5,17-Jul-18,Black,"""Bought this for the guest room.  It's a radio, alarm clock, information​ center and so much more.""",1,bought guest room radio alarm clock information center much
5,30-Jul-18,Black  Dot,So far all.i can say is I love it,1,far alli say love
5,30-Jul-18,Configuration: Fire TV Stick,I love it!!!!!!,1,love
5,30-Jul-18,Configuration: Fire TV Stick,I love all the viewing choices on FIRE STICK!,1,love viewing choice fire stick
5,21-Jul-18,White  Plus,"""I bought this on prime day and saved lots.I have 3 large blue tooth speakers in my house that I used for years, the echo plus was louder than all 3 combined at the same time. Very impressed with the clarity and volume.You will need a paid subscription to some form of steaming audio. That’s just a sad fact. It’ll play pandora and Spotify but it’s limited in skips and song selection without a subscriptionDoes not stream YouTube music or YouTube audioApple users will be disappointed to see that it’s not as convenient as an apple deviceOverall, I still loved the device but I’ll be getting the DOT which has an audio out jack (as does the echo plus) and just connect to external speakers""",1,bought prime day saved lotsi large blue tooth speaker house used year echo plus louder combined time impressed clarity volumeyou need paid subscription form steaming audio sad fact play pandora spotify limited skip song selection without subscriptiondoes not_stream youtube music youtube audioapple user disappointed see not_as convenient apple deviceoverall still loved device getting dot audio jack echo plus connect external speaker
5,27-Jul-18,Black  Spot,I love love it !,1,love love
2,26-Jul-18,Black  Spot,product turns on randomly and sometimes at night,0,product turn randomly sometimes night
5,20-Jul-18,White  Plus,"""I love it, in my living room""",1,love living room
5,11-Jul-18,Black  Plus,I love it best gift I got myself,1,love best gift got
5,30-Jul-18,Configuration: Fire TV Stick,Works amazing! I love how you can download almost anything. Some apps I couldn’t download on my Apple TV but I was able too on here!!!,1,work amazing love download almost anything apps could not_download apple tv able
5,29-Jul-18,Black  Show,It’s great,1,great
1,15-Jul-18,Black  Spot,"""I love the product , but very disappointed once I  realized I can no longer play youtube videos.  I'm now past my 30 days return date.  I am realizing I now have an expensive alarm clock.  I am hoping youtube comes back.  I was looking to buy an echo show for the kitchen during prime day. Glad I didn't.""",0,love product disappointed realized no_longer play youtube video past day return date realizing expensive alarm clock hoping youtube come back looking buy echo show kitchen prime day glad
5,30-Jul-18,Configuration: Fire TV Stick,Im able to connect to prime quick,1,able connect prime quick
5,29-Jul-18,Black  Spot,Love it. Small with good sound,1,love small good sound
4,30-Jul-18,Configuration: Fire TV Stick,Haven't used it enough,1,not_used enough
3,28-Jul-18,Black  Show,"""Was working great útil 1 week algo, í have it for a month, but it started flickering,  and in the support forums they say it is a known isue,  but it has more the 4 months reported and There is no solución.""",2,working great til week algo month started flickering support forum say known isue month reported no_solucin
5,18-Jul-18,Black  Spot,"""Given as a gift to my wife, to compliment my echo.  She loves it.""",1,given gift wife compliment echo love
5,27-Jul-18,Black  Spot,"""Great product, and i like the screen for a alarm clock""",1,great product like screen alarm clock
4,29-Jul-18,Charcoal Fabric ,Terrific,1,terrific
4,30-Jul-18,White  Dot,Barry,1,barry
5,30-Jul-18,Black  Dot,Awesome device wish I bought one ages ago.,1,awesome device wish bought one age ago
5,30-Jul-18,Black  Dot,my new best friend :),1,new best friend
5,30-Jul-18,White  Dot,I loved it does exactly what it says,1,loved exactly say
4,30-Jul-18,White  Dot,"""Easy setup. Alexa needs a lot of training,""",1,easy setup alexa need lot training
3,31-Jul-18,Black  Show,"""It seems to work well.  Unfortunately a lot of the functionality is lost because, as many have mentioned, it does not work with google or Youtube any more.  This problem is caused by Google because they came up with their own devices an no longer allow access from other devices like these.  This even effected my smart TV.  Anyhow we purchased a few of these to communicate with our children and grandchildren so we'll see what happens when we hand them out.""",2,seems work well unfortunately lot functionality lost many mentioned not_work google youtube problem caused google came device no_longer allow access device like even effected smart tv anyhow purchased communicate child grandchild see happens hand
5,10-Jul-18,Black  Plus,I love the sound very good. We use it for home automation also works well!!,1,love sound good use home automation also work well
5,30-Jul-18,Black  Plus, ,1,no_review
4,30-Jul-18,Black  Show,"""Unit is working great, but it is a true PIA that products today are shipped without user manuals. Do manufacturers truly believe that user will magically know the full capabilities of each product purchased? I have no idea of the echo show's capabilities. I have it linked to my Hue lights, but have no idea what commands will work, and what won't. I purchased a Fire TV Stick along with the Show, but have no idea how to maximize the two. Just a few examples.I even purchased a text that other users have found to be helpful. Seems way too basic to me, but better than a kick in the pants.""",1,unit working great true pia product today shipped without user manual manufacturer truly believe user magically know full capability product purchased no_idea echo show capability linked hue light no_idea command work not_i purchased fire tv stick along show no_idea maximize two examplesi even purchased text user found helpful seems way basic better kick pant
5,30-Jul-18,Configuration: Fire TV Stick,very good option,1,good option
5,30-Jul-18,Black  Show,Easy to use!,1,easy use
5,28-May-18,Black,"""like new, good refurbishing""",1,like new good refurbishing
5,29-Jul-18,Charcoal Fabric ,I love it pretty cool.,1,love pretty cool
4,30-Jul-18,Black  Spot,"""I was skeptical at first but &#34;it&#34; grows on you.  It looks good, so far.  I did, however, turn off the camera.""",1,skeptical first grows look good far however turn camera
4,30-Jul-18,Configuration: Fire TV Stick, ,1,no_review
5,30-Jul-18,Configuration: Fire TV Stick,Loved it. No more cable bills for us.  I would advise anyone to get one. 2nd one bought.,1,loved no_more cable bill u would advise anyone get one nd one bought
5,29-Jul-18,Charcoal Fabric ,Supberb sound! Definitely worth the extra money if you listen to lots of music.,1,supberb sound definitely worth extra money listen lot music
5,28-Jul-18,Heather Gray Fabric ,"""Like, all types of fun,music, and more""",1,like type funmusic
5,30-Jul-18,White  Spot,This is our second Echo Spot - to go with out two Echo Dots - love the look and how Alexia responds.,1,second echo spot go two echo dot love look alexia responds
5,25-Jul-18,Black  Plus,No problems whatsoever makes life easy and sounds great.,1,no_problems whatsoever make life easy sound great
4,29-Jul-18,Heather Gray Fabric ,"""I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a """"smart home"""". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!""",1,pleasantly surprised sound quality echo big fan deep bass might not_be sufficient though potential control home option explore evolve home smart home voice recognition impressive stylish fun no_regrets purchase great technically change people ask play song movie responds instantly elderly loved one would great gift connected wifi simple use want unlimited music control sure amazon prime premium spotify blown away personal dj even conversation echo not_embarrassed say echo made laugh couple time ask tell joke tell package since amazon prime addict come extremely handy
5,21-Jun-18,White,"""Great price, works perfectly. Saved the money on a refurb!! Would buy again!""",1,great price work perfectly saved money refurb would buy
5,30-Jul-18,Configuration: Fire TV Stick,Great interface.  i enjoy the voice remote,1,great interface enjoy voice remote
5,30-Jul-18,Charcoal Fabric ,Sounds great!! Love them!,1,sound great love
5,2-Jul-18,White  Plus,"""I am the Training Coordinator at my company and I have used the Amazon Blueprints skill with an Echo device and Echo Buttons to create my own Gameshow/Quiz for new hire orientation training. I'm always looking for new ways to engage trainees in order to make learning more enjoyable. I believe that if someone enjoys the process of learning then they're much more likely to remember the information. So far, this has been a huge success with my classes and I look forward to Amazon improving and building out the Blueprints skill further!""",1,training coordinator company used amazon blueprint skill echo device echo button create gameshowquiz new hire orientation training always looking new way engage trainee order make learning enjoyable believe someone enjoys process learning much likely remember information far huge success class look forward amazon improving building blueprint skill
1,28-Jul-18,Charcoal Fabric ,Alexa hardly came on..,0,alexa hardly came
5,21-Jul-18,Black  Spot,Love it!,1,love
5,30-Jul-18,Heather Gray Fabric ,Super easy set up and am loving our new Echo!,1,super easy set loving new echo
5,29-Jul-18,Black  Plus,I love this device. Makes life easier the more you figure out it can do.,1,love device make life easier figure
4,29-Jul-18,Charcoal Fabric ,We are still discovering all that the Echo can do.,1,still discovering echo
5,30-Jul-18,Charcoal Fabric ,"""During Prime Day this 2nd gen Echo was on sale so I couldn't resist! This was the beginning to my smart home set up and I couldn't be happier to say that Alexa has done an amazing job connecting to all of my """"smart"""" devices. Thanks to her, I can control my lights, smart plugs, TV, etc. I had no trouble connecting the Echo to my WiFi and my phone. The app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! Sound quality is good enough for me, since I am not an audiophile. Alexa can hear my voice even when watching movies at a high volume. Design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. Overall, this is a great addition to my home and enables so many possibilities. If you haven't yet, be sure to add Alexa to your home!""",1,prime day nd gen echo sale could not_resist beginning smart home set could not_be happier say alexa done amazing job connecting smart device thanks control light smart plug tv etc no_trouble connecting echo wifi phone app work perfectly fine let u add skill routine smart device timer much sound quality good enough since not_an audiophile alexa hear voice even watching movie high volume design great modern definitely add nice touch home change cover would like sale overall great addition home enables many possibility not_yet sure add alexa home
5,30-Jul-18,Oak Finish ,Entertainment,1,entertainment
4,16-Jul-18,Black  Spot,"""4 out of 5 stars. I have the Original Tall Echo, 4 dots, 2 spots and 1 Show.  The only thing I'm finding a problem with is the speakers in the Spot. when using Drop In.  Sometimes I'm not being heard on the other spot and vice versa.  The voices tends break up or the sound coming through is intermittent. The optical is fine........ it's just the sound. Sometimes I'll have to repeat the wake word 2-3 times and I'm only 8 feet away plus it's on one of those $20 stands.  I find the ECHO DOT, Original echo and the Show has much better sound quality.  That's one reason I bought the Echo Show.""",1,star original tall echo dot spot show thing finding problem speaker spot using drop sometimes not_being heard spot vice versa voice tends break sound coming intermittent optical fine sound sometimes repeat wake word time foot away plus one stand find echo dot original echo show much better sound quality one reason bought echo show
5,7-Jun-18,Black,Great product. Works well,1,great product work well
5,30-Jul-18,Black  Spot,I love all that you can do with the Echo Spot!,1,love echo spot
5,30-Jul-18,Configuration: Fire TV Stick,Works much easier than our 3 year old one. Better internet resemption,1,work much easier year old one better internet resemption
5,17-Jul-18,Black  Plus, ,1,no_review
5,29-Jul-18,Black  Spot,Is great. Use it for music mostly.,1,great use music mostly
5,30-Jul-18,Configuration: Fire TV Stick,need a few more,1,need
5,30-Jul-18,Black  Show,Love all my Echo products. I like the video phone feature on this. Can check in on our cat when on vacation.,1,love echo product like video phone feature check cat vacation
4,29-Jul-18,Black  Show,Doesn't always respond to the wake word. This is my 3rd echo product and I have to say I am A little disappointed. Alexa voice assistant is great when it comes to controlling a connected home but has a lot to learn from google assistant when it comes to  getting answers for search queries.,1,not_always respond wake word rd echo product say little disappointed alexa voice assistant great come controlling connected home lot learn google assistant come getting answer search query
5,30-Jul-18,White  Dot,It’s easier to do things with it,1,easier thing
5,30-Jul-18,Heather Gray Fabric ,Works great! Killer speaker! My wife and son love it.,1,work great killer speaker wife son love
5,31-Jul-18,Configuration: Fire TV Stick,I live this item.  I bought several for each room in the house and as a gift for my Mom.  I also use mine to travel with.,1,live item bought several room house gift mom also use mine travel
4,30-Jul-18,Black  Spot,"""Worthy successor to the echo dot and right at home in the bed room as an alarm clock.  However, for the price it should come with the stand""",1,worthy successor echo dot right home bed room alarm clock however price come stand
5,2-Jul-18,Black,Love it!,1,love
